start_time,src_ip,src_port,dst_ip,dst_port,ip_protocol,history,conn_state,tcp_flags,packet_nb,packet_nb_orig,packet_nb_resp,a_l3_payload_size_orig_total,a_l3_payload_size_resp_total,a_l3_payload_size_orig_min,a_l3_payload_size_orig_max,duration,label
1777856687.4358113,172.16.0.5,60202,64.233.180.95,443,6,-,OTH,FA,5,3,2,60,52,0,0,0.230932,benign
1777856687.446168,172.16.0.5,60205,64.233.176.95,443,6,ShDd,SF,SFPAEC,5380,2085,3295,57219,4622103,218,602,784.004818,benign
1777856763.9348166,172.16.0.5,60207,150.171.22.17,443,6,ShDd,RSTO,SFRPAEC,14,8,6,3634,704,311,1460,0.751311,benign
1777856763.939015,172.16.0.5,60208,2.18.67.72,443,6,ShDd,RSTO,SFRPAEC,29,16,13,2157,8573,389,1404,0.035545,benign
1777856763.939456,172.16.0.5,60209,150.171.28.11,443,6,ShDd,RSTO,SFRPAEC,14,8,6,3628,704,308,1460,0.750329,benign
1777856763.9473867,172.16.0.5,60210,23.212.250.88,443,6,ShDd,RSTO,SFRPAEC,20,12,8,2030,6956,390,1404,0.027247,benign
1777856763.9541066,172.16.0.5,60211,40.126.28.12,443,6,ShDd,SF,SFPAEC,115,50,65,20398,27790,178,1460,110.010509,benign
1777856763.9666324,172.16.0.5,60212,150.171.28.11,443,6,ShDd,SF,SFPAEC,44,19,25,3005,7370,58,1430,1.026442,benign
1777856763.96699,172.16.0.5,60213,2.18.67.72,443,6,ShDd,RSTO,SFRPAEC,109,48,61,8492,64603,51,1404,1.043174,benign
1777856763.9675868,172.16.0.5,60214,150.171.22.17,443,6,ShDd,SF,SFPAEC,71,33,38,3466,14823,58,1430,1.025224,benign
1777856763.9711282,172.16.0.5,60215,13.107.213.40,443,6,ShDd,RSTO,SFRPAEC,20,13,7,4515,1641,21,1460,121.030482,benign
1777856764.0766711,172.16.0.5,60216,23.212.250.88,443,6,ShDd,RSTO,SFRPAEC,36,17,19,3875,8633,51,1404,0.943089,benign
1777856764.1027317,172.16.0.5,60217,23.218.218.26,443,6,ShDd,RSTO,SFRPAEC,1056,452,604,15968,832037,51,1404,0.887573,benign
1777856764.173094,172.16.0.5,60218,13.107.213.40,443,6,ShDd,RSTO,SFRPAEC,17,11,6,2638,563,21,1430,120.828439,benign
1777856764.173581,172.16.0.5,60219,23.218.218.26,443,6,ShDd,RSTO,SFRPAEC,42,20,22,3900,10659,51,1404,0.819368,benign
1777856764.1748455,172.16.0.5,60220,150.171.28.10,443,6,ShDd,RSTO,SFRPAEC,28,14,14,4394,4179,332,1460,0.813659,benign
1777856764.180599,172.16.0.5,60221,150.171.28.12,443,6,ShDd,RSTO,SFRPAEC,25,13,12,4389,3067,333,1460,0.807149,benign
1777856764.1827388,172.16.0.5,60222,23.212.250.88,443,6,ShDd,RSTO,SFRPAEC,30,16,14,2206,9092,100,1404,0.806573,benign
1777856764.1964688,172.16.0.5,60223,23.48.203.101,443,6,ShDd,RSTO,SFRPAEC,29,15,14,2217,9158,100,1404,0.828931,benign
1777856764.197717,172.16.0.5,60224,99.84.132.68,443,6,ShDd,SF,SFPAEC,35,18,17,4824,8185,51,1460,0.803797,benign
1777856764.198101,172.16.0.5,60225,2.18.67.93,443,6,ShDd,RSTO,SFRPAEC,24,14,10,3529,3969,100,1404,0.809152,benign
1777856764.7748756,172.16.0.5,60226,20.42.73.28,443,6,ShDd,RSTO,SFRPAEC,16,9,7,4441,823,381,1460,0.513602,benign
1777856764.981124,172.16.0.5,60227,13.107.213.40,443,6,ShDd,RSTO,SFRPAEC,17,11,6,2638,563,21,1430,121.895398,benign
1777856764.9815488,172.16.0.5,60228,13.107.213.40,443,6,ShDd,RSTO,SFRPAEC,17,11,6,2674,1585,21,1430,121.895054,benign
1777856764.9819405,172.16.0.5,60229,20.42.73.28,443,6,ShDd,RSTO,SFRPAEC,101,56,45,42487,10721,51,1430,1.940427,benign
1777856765.1563523,172.16.0.5,60230,23.218.218.26,443,6,ShDd,RSTO,SFRPAEC,1790,825,965,33988,1285222,51,1404,1.708334,benign
1777856765.2375407,172.16.0.5,60231,23.218.218.26,443,6,ShDd,RSTO,SFRPAEC,198,89,109,7253,124806,51,1404,1.627285,benign
1777856765.2645757,172.16.0.5,60232,2.18.67.93,443,6,ShDd,RSTO,SFRPAEC,1257,578,679,20234,927156,51,1404,1.601061,benign
1777856765.5010486,172.16.0.5,55789,2.18.67.93,443,17,Dd,OTH,,190,79,111,9311,59368,39,1258,18.39171,benign
1777856765.5605645,172.16.0.5,60233,150.171.28.10,443,6,ShDd,SF,SFPAEC,63,27,36,5017,11948,51,1430,1.305953,benign
1777856765.561685,172.16.0.5,60234,131.253.33.203,443,6,ShDd,SF,SFPAEC,55,23,32,5213,10062,51,1460,1.304902,benign
1777856765.5648086,172.16.0.5,60235,151.101.129.44,443,6,ShDd,RSTO,SFRPAEC,35,17,18,4503,6753,51,1480,1.29598,benign
1777856765.5787885,172.16.0.5,60236,150.171.22.12,443,6,ShDd,SF,SFPAEC,49,22,27,5221,6753,51,1460,1.287555,benign
