start_time,src_ip,src_port,dst_ip,dst_port,ip_protocol,history,conn_state,tcp_flags,packet_nb,packet_nb_orig,packet_nb_resp,a_l3_payload_size_orig_total,a_l3_payload_size_resp_total,a_l3_payload_size_orig_min,a_l3_payload_size_orig_max,duration,label
1777864501.7135165,172.16.0.5,60453,52.178.17.3,443,6,ShDd,RSTO,SFRPAEC,37,18,19,2912,5124,58,967,3.369339,benign
1777865396.7776523,172.16.0.5,60454,4.249.200.148,443,6,ShDd,RSTR,SFRPAEC,24,13,11,4007,1900,21,1460,152.80133,benign
1777865396.798242,172.16.0.5,60455,208.104.10.10,443,6,ShDd,RSTO,SFRPAEC,260,96,164,6949,209821,51,1404,17.581419,benign
1777865396.7985897,172.16.0.5,60456,150.171.28.11,443,6,ShDd,SF,SFPAEC,48,22,26,4805,7425,58,1460,17.574272,benign
1777865396.799115,172.16.0.5,60457,13.107.246.40,443,6,ShDd,RSTO,SFRPAEC,21,13,8,4419,1661,21,1460,137.590312,benign
1777865396.7997265,172.16.0.5,60458,23.12.147.157,443,6,ShDd,SF,SFPAEC,31,16,15,2270,9152,100,1404,17.577462,benign
1777865396.944857,172.16.0.5,53452,23.12.147.157,443,17,Dd,OTH,,48,23,25,3460,8189,37,1258,17.422061,benign
1777865396.9900935,172.16.0.5,60459,150.171.28.10,443,6,ShDd,RSTR,SFRPAEC,48,19,29,4664,10702,94,1460,17.387198,benign
1777865396.9960861,172.16.0.5,60460,23.218.218.16,443,6,ShDd,RSTO,SFRPAEC,59,29,30,4935,18244,51,1404,17.459353,benign
1777865396.9967916,172.16.0.5,55422,23.12.147.132,443,17,Dd,OTH,,212,92,120,12764,72422,39,1258,17.370467,benign
1777865396.9980407,172.16.0.5,60461,23.218.218.16,443,6,ShDd,RSTO,SFRPAEC,103,49,54,4737,46512,51,1404,17.374423,benign
1777865397.0029843,172.16.0.5,60462,150.171.28.12,443,6,ShDd,RSTR,SFRPAEC,45,18,27,4455,9410,94,1460,17.373712,benign
1777865397.003329,172.16.0.5,60463,13.107.246.40,443,6,ShDd,RSTO,SFRPAEC,18,11,7,2638,583,21,1430,137.386153,benign
1777865397.0049775,172.16.0.5,53087,23.48.203.112,443,17,Dd,OTH,,777,252,525,16743,584340,39,1258,17.361515,benign
1777865397.005331,172.16.0.5,60464,99.84.160.115,443,6,ShDd,SF,SFPAEC,34,17,17,4845,8185,51,1460,17.372746,benign
1777865397.0072181,172.16.0.5,62159,23.218.218.166,443,17,Dd,OTH,,221,85,136,8733,121020,39,1258,17.358803,benign
1777865397.3732734,172.16.0.5,60465,52.168.117.170,443,6,ShDd,RSTO,SFRPAEC,18,10,8,4569,2052,413,1460,2.454272,benign
1777865397.875056,172.16.0.5,60466,131.253.33.203,443,6,ShDd,SF,SFPAEC,58,26,32,5189,10062,51,1460,16.499425,benign
1777865398.3241537,172.16.0.5,60467,150.171.27.10,443,6,ShDd,RSTR,SFRPAEC,39,16,23,4718,7189,94,1460,16.056412,benign
1777865398.3252945,172.16.0.5,60468,23.48.203.109,443,6,ShDd,SF,SFPAEC,31,16,15,2300,9117,100,1404,16.051433,benign
1777865398.3258064,172.16.0.5,60469,23.48.203.109,443,6,ShDd,SF,SFPAEC,31,16,15,2300,9119,100,1404,16.051088,benign
1777865398.3271925,172.16.0.5,60470,150.171.27.10,443,6,ShDd,RSTR,SFRPAEC,36,14,22,2856,7133,94,1430,16.05084,benign
1777865398.6533463,172.16.0.5,60471,52.168.117.170,443,6,ShDd,RSTO,SFRPAEC,24,13,11,3187,4095,347,1430,0.909322,benign
