start_time,src_ip,src_port,dst_ip,dst_port,ip_protocol,history,conn_state,tcp_flags,packet_nb,packet_nb_orig,packet_nb_resp,a_l3_payload_size_orig_total,a_l3_payload_size_resp_total,a_l3_payload_size_orig_min,a_l3_payload_size_orig_max,duration,label
1776892387.053657,172.16.0.13,9999,172.16.0.5,55616,6,-,OTH,FA,3,1,2,20,40,0,0,0.000836,malicious
1776892387.0539,172.16.0.13,9999,172.16.0.5,55617,6,-,OTH,FA,3,1,2,20,40,0,0,0.001028,malicious
1776892387.054661,172.16.0.5,55620,172.16.0.13,9999,6,ShDd,SF,SFPAEC,12,6,6,603,1803,491,491,0.016275,malicious
1776892387.069861,172.16.0.5,55621,172.16.0.13,9999,6,ShDd,SF,SFPAEC,8112,6831,1281,137122,19256049,510,510,3.630874,malicious
1776892389.929187,172.16.0.5,55624,172.16.0.13,9999,6,ShD,SF,SFAEC,12,7,5,155,148,21,21,173.394666,malicious
1776892436.189059,172.16.0.5,55627,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,28,14,14,3620,3543,44,1430,4.668981,malicious
1776892436.206955,172.16.0.5,137,172.16.255.255,137,17,D,OTH,,3,3,0,174,0,58,58,1.520761,malicious
1776892436.207008,172.16.0.5,55628,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,23,14,9,5797,2695,44,1430,0.014154,malicious
1776892440.857368,172.16.0.5,55629,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2293,2678,44,1430,1.492748,malicious
1776892442.350879,172.16.0.5,55630,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2208,2678,44,1430,1.123366,malicious
1776892443.474977,172.16.0.5,55631,172.16.0.13,8444,6,ShDd,SF,SFPAEC,19,10,9,2167,2678,44,1430,2.563422,malicious
1776892446.03966,172.16.0.5,55632,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2206,2678,44,1430,2.274961,malicious
1776892448.31421,172.16.0.5,55633,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2205,2678,44,1430,2.15056,malicious
1776892450.465464,172.16.0.5,55634,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2252,2678,44,1430,2.813459,malicious
1776892453.278476,172.16.0.5,55635,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,25,13,12,2767,3145,44,1430,4.071315,malicious
1776892457.352148,172.16.0.5,55636,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,25,13,12,2656,3322,44,1430,3.852263,malicious
1776892457.362792,172.16.0.5,55637,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2549,2695,44,1430,0.009217,malicious
1776892461.205769,172.16.0.5,55638,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2213,3116,44,1430,2.041267,malicious
1776892461.207628,172.16.0.5,55639,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2501,2695,44,1430,0.011752,malicious
1776892463.249501,172.16.0.5,55640,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2216,2678,44,1430,2.714147,malicious
1776892463.253061,172.16.0.5,55641,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,22,13,9,3275,2695,44,1430,0.010474,malicious
1776892465.963427,172.16.0.5,55642,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2294,2678,44,1430,1.957991,malicious
1776892467.921024,172.16.0.5,55643,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2290,2678,44,1430,2.510718,malicious
1776892470.431447,172.16.0.5,55644,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2204,2678,44,1430,1.579474,malicious
1776892472.01056,172.16.0.5,55645,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,25,13,12,2745,2876,44,1430,3.033391,malicious
1776892475.043167,172.16.0.5,55646,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,21,12,9,2289,2678,44,1430,2.124662,malicious
1776892477.167372,172.16.0.5,55647,172.16.0.13,8444,6,ShDd,RSTO,SFRPAEC,27,14,13,2678,4883,44,1430,3.199307,malicious
